original_number,capture_iteration,capture_state,capture_number
1357,1,ODD,1357
1357,2,EVEN,4072
1357,3,EVEN,2036
1357,4,EVEN,1018
1357,5,ODD,509
1357,6,EVEN,1528
1357,7,EVEN,764
1357,8,EVEN,382
1357,9,ODD,191
1357,10,EVEN,574
1357,11,ODD,287
1357,12,EVEN,862
1357,13,ODD,431
1357,14,EVEN,1294
1357,15,ODD,647
1357,16,EVEN,1942
1357,17,ODD,971
1357,18,EVEN,2914
1357,19,ODD,1457
1357,20,EVEN,4372
1357,21,EVEN,2186
1357,22,ODD,1093
1357,23,EVEN,3280
1357,24,EVEN,1640
1357,25,EVEN,820
1357,26,EVEN,410
1357,27,ODD,205
1357,28,EVEN,616
1357,29,EVEN,308
1357,30,EVEN,154
1357,31,ODD,77
1357,32,EVEN,232
1357,33,EVEN,116
1357,34,EVEN,58
1357,35,ODD,29
1357,36,EVEN,88
1357,37,EVEN,44
1357,38,EVEN,22
1357,39,ODD,11
1357,40,EVEN,34
1357,41,ODD,17
1357,42,EVEN,52
1357,43,EVEN,26
1357,44,ODD,13
1357,45,EVEN,40
1357,46,EVEN,20
1357,47,EVEN,10
1357,48,ODD,5
1357,49,EVEN,16
1357,50,EVEN,8
1357,51,EVEN,4
1357,52,EVEN,2
1357,53,END,1
7965,1,ODD,7965
7965,2,EVEN,23896
7965,3,EVEN,11948
7965,4,EVEN,5974
7965,5,ODD,2987
7965,6,EVEN,8962
7965,7,ODD,4481
7965,8,EVEN,13444
7965,9,EVEN,6722
7965,10,ODD,3361
7965,11,EVEN,10084
7965,12,EVEN,5042
7965,13,ODD,2521
7965,14,EVEN,7564
7965,15,EVEN,3782
7965,16,ODD,1891
7965,17,EVEN,5674
7965,18,ODD,2837
7965,19,EVEN,8512
7965,20,EVEN,4256
7965,21,EVEN,2128
7965,22,EVEN,1064
7965,23,EVEN,532
7965,24,EVEN,266
7965,25,ODD,133
7965,26,EVEN,400
7965,27,EVEN,200
7965,28,EVEN,100
7965,29,EVEN,50
7965,30,ODD,25
7965,31,EVEN,76
7965,32,EVEN,38
7965,33,ODD,19
7965,34,EVEN,58
7965,35,ODD,29
7965,36,EVEN,88
7965,37,EVEN,44
7965,38,EVEN,22
7965,39,ODD,11
7965,40,EVEN,34
7965,41,ODD,17
7965,42,EVEN,52
7965,43,EVEN,26
7965,44,ODD,13
7965,45,EVEN,40
7965,46,EVEN,20
7965,47,EVEN,10
7965,48,ODD,5
7965,49,EVEN,16
7965,50,EVEN,8
7965,51,EVEN,4
7965,52,EVEN,2
7965,53,END,1
5623,1,ODD,5623
5623,2,EVEN,16870
5623,3,ODD,8435
5623,4,EVEN,25306
5623,5,ODD,12653
5623,6,EVEN,37960
5623,7,EVEN,18980
5623,8,EVEN,9490
5623,9,ODD,4745
5623,10,EVEN,14236
5623,11,EVEN,7118
5623,12,ODD,3559
5623,13,EVEN,10678
5623,14,ODD,5339
5623,15,EVEN,16018
5623,16,ODD,8009
5623,17,EVEN,24028
5623,18,EVEN,12014
5623,19,ODD,6007
5623,20,EVEN,18022
5623,21,ODD,9011
5623,22,EVEN,27034
5623,23,ODD,13517
5623,24,EVEN,40552
5623,25,EVEN,20276
5623,26,EVEN,10138
5623,27,ODD,5069
5623,28,EVEN,15208
5623,29,EVEN,7604
5623,30,EVEN,3802
5623,31,ODD,1901
5623,32,EVEN,5704
5623,33,EVEN,2852
5623,34,EVEN,1426
5623,35,ODD,713
5623,36,EVEN,2140
5623,37,EVEN,1070
5623,38,ODD,535
5623,39,EVEN,1606
5623,40,ODD,803
5623,41,EVEN,2410
5623,42,ODD,1205
5623,43,EVEN,3616
5623,44,EVEN,1808
5623,45,EVEN,904
5623,46,EVEN,452
5623,47,EVEN,226
5623,48,ODD,113
5623,49,EVEN,340
5623,50,EVEN,170
5623,51,ODD,85
5623,52,EVEN,256
5623,53,EVEN,128
5623,54,EVEN,64
5623,55,EVEN,32
5623,56,EVEN,16
5623,57,EVEN,8
5623,58,EVEN,4
5623,59,EVEN,2
5623,60,END,1
9623,1,ODD,9623
9623,2,EVEN,28870
9623,3,ODD,14435
9623,4,EVEN,43306
9623,5,ODD,21653
9623,6,EVEN,64960
9623,7,EVEN,32480
9623,8,EVEN,16240
9623,9,EVEN,8120
9623,10,EVEN,4060
9623,11,EVEN,2030
9623,12,ODD,1015
9623,13,EVEN,3046
9623,14,ODD,1523
9623,15,EVEN,4570
9623,16,ODD,2285
9623,17,EVEN,6856
9623,18,EVEN,3428
9623,19,EVEN,1714
9623,20,ODD,857
9623,21,EVEN,2572
9623,22,EVEN,1286
9623,23,ODD,643
9623,24,EVEN,1930
9623,25,ODD,965
9623,26,EVEN,2896
9623,27,EVEN,1448
9623,28,EVEN,724
9623,29,EVEN,362
9623,30,ODD,181
9623,31,EVEN,544
9623,32,EVEN,272
9623,33,EVEN,136
9623,34,EVEN,68
9623,35,EVEN,34
9623,36,ODD,17
9623,37,EVEN,52
9623,38,EVEN,26
9623,39,ODD,13
9623,40,EVEN,40
9623,41,EVEN,20
9623,42,EVEN,10
9623,43,ODD,5
9623,44,EVEN,16
9623,45,EVEN,8
9623,46,EVEN,4
9623,47,EVEN,2
9623,48,END,1
5121,1,ODD,5121
5121,2,EVEN,15364
5121,3,EVEN,7682
5121,4,ODD,3841
5121,5,EVEN,11524
5121,6,EVEN,5762
5121,7,ODD,2881
5121,8,EVEN,8644
5121,9,EVEN,4322
5121,10,ODD,2161
5121,11,EVEN,6484
5121,12,EVEN,3242
5121,13,ODD,1621
5121,14,EVEN,4864
5121,15,EVEN,2432
5121,16,EVEN,1216
5121,17,EVEN,608
5121,18,EVEN,304
5121,19,EVEN,152
5121,20,EVEN,76
5121,21,EVEN,38
5121,22,ODD,19
5121,23,EVEN,58
5121,24,ODD,29
5121,25,EVEN,88
5121,26,EVEN,44
5121,27,EVEN,22
5121,28,ODD,11
5121,29,EVEN,34
5121,30,ODD,17
5121,31,EVEN,52
5121,32,EVEN,26
5121,33,ODD,13
5121,34,EVEN,40
5121,35,EVEN,20
5121,36,EVEN,10
5121,37,ODD,5
5121,38,EVEN,16
5121,39,EVEN,8
5121,40,EVEN,4
5121,41,EVEN,2
5121,42,END,1
1500,1,EVEN,1500
1500,2,EVEN,750
1500,3,ODD,375
1500,4,EVEN,1126
1500,5,ODD,563
1500,6,EVEN,1690
1500,7,ODD,845
1500,8,EVEN,2536
1500,9,EVEN,1268
1500,10,EVEN,634
1500,11,ODD,317
1500,12,EVEN,952
1500,13,EVEN,476
1500,14,EVEN,238
1500,15,ODD,119
1500,16,EVEN,358
1500,17,ODD,179
1500,18,EVEN,538
1500,19,ODD,269
1500,20,EVEN,808
1500,21,EVEN,404
1500,22,EVEN,202
1500,23,ODD,101
1500,24,EVEN,304
1500,25,EVEN,152
1500,26,EVEN,76
1500,27,EVEN,38
1500,28,ODD,19
1500,29,EVEN,58
1500,30,ODD,29
1500,31,EVEN,88
1500,32,EVEN,44
1500,33,EVEN,22
1500,34,ODD,11
1500,35,EVEN,34
1500,36,ODD,17
1500,37,EVEN,52
1500,38,EVEN,26
1500,39,ODD,13
1500,40,EVEN,40
1500,41,EVEN,20
1500,42,EVEN,10
1500,43,ODD,5
1500,44,EVEN,16
1500,45,EVEN,8
1500,46,EVEN,4
1500,47,EVEN,2
1500,48,END,1
8404,1,EVEN,8404
8404,2,EVEN,4202
8404,3,ODD,2101
8404,4,EVEN,6304
8404,5,EVEN,3152
8404,6,EVEN,1576
8404,7,EVEN,788
8404,8,EVEN,394
8404,9,ODD,197
8404,10,EVEN,592
8404,11,EVEN,296
8404,12,EVEN,148
8404,13,EVEN,74
8404,14,ODD,37
8404,15,EVEN,112
8404,16,EVEN,56
8404,17,EVEN,28
8404,18,EVEN,14
8404,19,ODD,7
8404,20,EVEN,22
8404,21,ODD,11
8404,22,EVEN,34
8404,23,ODD,17
8404,24,EVEN,52
8404,25,EVEN,26
8404,26,ODD,13
8404,27,EVEN,40
8404,28,EVEN,20
8404,29,EVEN,10
8404,30,ODD,5
8404,31,EVEN,16
8404,32,EVEN,8
8404,33,EVEN,4
8404,34,EVEN,2
8404,35,END,1
9066,1,EVEN,9066
9066,2,ODD,4533
9066,3,EVEN,13600
9066,4,EVEN,6800
9066,5,EVEN,3400
9066,6,EVEN,1700
9066,7,EVEN,850
9066,8,ODD,425
9066,9,EVEN,1276
9066,10,EVEN,638
9066,11,ODD,319
9066,12,EVEN,958
9066,13,ODD,479
9066,14,EVEN,1438
9066,15,ODD,719
9066,16,EVEN,2158
9066,17,ODD,1079
9066,18,EVEN,3238
9066,19,ODD,1619
9066,20,EVEN,4858
9066,21,ODD,2429
9066,22,EVEN,7288
9066,23,EVEN,3644
9066,24,EVEN,1822
9066,25,ODD,911
9066,26,EVEN,2734
9066,27,ODD,1367
9066,28,EVEN,4102
9066,29,ODD,2051
9066,30,EVEN,6154
9066,31,ODD,3077
9066,32,EVEN,9232
9066,33,EVEN,4616
9066,34,EVEN,2308
9066,35,EVEN,1154
9066,36,ODD,577
9066,37,EVEN,1732
9066,38,EVEN,866
9066,39,ODD,433
9066,40,EVEN,1300
9066,41,EVEN,650
9066,42,ODD,325
9066,43,EVEN,976
9066,44,EVEN,488
9066,45,EVEN,244
9066,46,EVEN,122
9066,47,ODD,61
9066,48,EVEN,184
9066,49,EVEN,92
9066,50,EVEN,46
9066,51,ODD,23
9066,52,EVEN,70
9066,53,ODD,35
9066,54,EVEN,106
9066,55,ODD,53
9066,56,EVEN,160
9066,57,EVEN,80
9066,58,EVEN,40
9066,59,EVEN,20
9066,60,EVEN,10
9066,61,ODD,5
9066,62,EVEN,16
9066,63,EVEN,8
9066,64,EVEN,4
9066,65,EVEN,2
9066,66,END,1
7921,1,ODD,7921
7921,2,EVEN,23764
7921,3,EVEN,11882
7921,4,ODD,5941
7921,5,EVEN,17824
7921,6,EVEN,8912
7921,7,EVEN,4456
7921,8,EVEN,2228
7921,9,EVEN,1114
7921,10,ODD,557
7921,11,EVEN,1672
7921,12,EVEN,836
7921,13,EVEN,418
7921,14,ODD,209
7921,15,EVEN,628
7921,16,EVEN,314
7921,17,ODD,157
7921,18,EVEN,472
7921,19,EVEN,236
7921,20,EVEN,118
7921,21,ODD,59
7921,22,EVEN,178
7921,23,ODD,89
7921,24,EVEN,268
7921,25,EVEN,134
7921,26,ODD,67
7921,27,EVEN,202
7921,28,ODD,101
7921,29,EVEN,304
7921,30,EVEN,152
7921,31,EVEN,76
7921,32,EVEN,38
7921,33,ODD,19
7921,34,EVEN,58
7921,35,ODD,29
7921,36,EVEN,88
7921,37,EVEN,44
7921,38,EVEN,22
7921,39,ODD,11
7921,40,EVEN,34
7921,41,ODD,17
7921,42,EVEN,52
7921,43,EVEN,26
7921,44,ODD,13
7921,45,EVEN,40
7921,46,EVEN,20
7921,47,EVEN,10
7921,48,ODD,5
7921,49,EVEN,16
7921,50,EVEN,8
7921,51,EVEN,4
7921,52,EVEN,2
7921,53,END,1
5060,1,EVEN,5060
5060,2,EVEN,2530
5060,3,ODD,1265
5060,4,EVEN,3796
5060,5,EVEN,1898
5060,6,ODD,949
5060,7,EVEN,2848
5060,8,EVEN,1424
5060,9,EVEN,712
5060,10,EVEN,356
5060,11,EVEN,178
5060,12,ODD,89
5060,13,EVEN,268
5060,14,EVEN,134
5060,15,ODD,67
5060,16,EVEN,202
5060,17,ODD,101
5060,18,EVEN,304
5060,19,EVEN,152
5060,20,EVEN,76
5060,21,EVEN,38
5060,22,ODD,19
5060,23,EVEN,58
5060,24,ODD,29
5060,25,EVEN,88
5060,26,EVEN,44
5060,27,EVEN,22
5060,28,ODD,11
5060,29,EVEN,34
5060,30,ODD,17
5060,31,EVEN,52
5060,32,EVEN,26
5060,33,ODD,13
5060,34,EVEN,40
5060,35,EVEN,20
5060,36,EVEN,10
5060,37,ODD,5
5060,38,EVEN,16
5060,39,EVEN,8
5060,40,EVEN,4
5060,41,EVEN,2
5060,42,END,1
8237,1,ODD,8237
8237,2,EVEN,24712
8237,3,EVEN,12356
8237,4,EVEN,6178
8237,5,ODD,3089
8237,6,EVEN,9268
8237,7,EVEN,4634
8237,8,ODD,2317
8237,9,EVEN,6952
8237,10,EVEN,3476
8237,11,EVEN,1738
8237,12,ODD,869
8237,13,EVEN,2608
8237,14,EVEN,1304
8237,15,EVEN,652
8237,16,EVEN,326
8237,17,ODD,163
8237,18,EVEN,490
8237,19,ODD,245
8237,20,EVEN,736
8237,21,EVEN,368
8237,22,EVEN,184
8237,23,EVEN,92
8237,24,EVEN,46
8237,25,ODD,23
8237,26,EVEN,70
8237,27,ODD,35
8237,28,EVEN,106
8237,29,ODD,53
8237,30,EVEN,160
8237,31,EVEN,80
8237,32,EVEN,40
8237,33,EVEN,20
8237,34,EVEN,10
8237,35,ODD,5
8237,36,EVEN,16
8237,37,EVEN,8
8237,38,EVEN,4
8237,39,EVEN,2
8237,40,END,1
5633,1,ODD,5633
5633,2,EVEN,16900
5633,3,EVEN,8450
5633,4,ODD,4225
5633,5,EVEN,12676
5633,6,EVEN,6338
5633,7,ODD,3169
5633,8,EVEN,9508
5633,9,EVEN,4754
5633,10,ODD,2377
5633,11,EVEN,7132
5633,12,EVEN,3566
5633,13,ODD,1783
5633,14,EVEN,5350
5633,15,ODD,2675
5633,16,EVEN,8026
5633,17,ODD,4013
5633,18,EVEN,12040
5633,19,EVEN,6020
5633,20,EVEN,3010
5633,21,ODD,1505
5633,22,EVEN,4516
5633,23,EVEN,2258
5633,24,ODD,1129
5633,25,EVEN,3388
5633,26,EVEN,1694
5633,27,ODD,847
5633,28,EVEN,2542
5633,29,ODD,1271
5633,30,EVEN,3814
5633,31,ODD,1907
5633,32,EVEN,5722
5633,33,ODD,2861
5633,34,EVEN,8584
5633,35,EVEN,4292
5633,36,EVEN,2146
5633,37,ODD,1073
5633,38,EVEN,3220
5633,39,EVEN,1610
5633,40,ODD,805
5633,41,EVEN,2416
5633,42,EVEN,1208
5633,43,EVEN,604
5633,44,EVEN,302
5633,45,ODD,151
5633,46,EVEN,454
5633,47,ODD,227
5633,48,EVEN,682
5633,49,ODD,341
5633,50,EVEN,1024
5633,51,EVEN,512
5633,52,EVEN,256
5633,53,EVEN,128
5633,54,EVEN,64
5633,55,EVEN,32
5633,56,EVEN,16
5633,57,EVEN,8
5633,58,EVEN,4
5633,59,EVEN,2
5633,60,END,1
7169,1,ODD,7169
7169,2,EVEN,21508
7169,3,EVEN,10754
7169,4,ODD,5377
7169,5,EVEN,16132
7169,6,EVEN,8066
7169,7,ODD,4033
7169,8,EVEN,12100
7169,9,EVEN,6050
7169,10,ODD,3025
7169,11,EVEN,9076
7169,12,EVEN,4538
7169,13,ODD,2269
7169,14,EVEN,6808
7169,15,EVEN,3404
7169,16,EVEN,1702
7169,17,ODD,851
7169,18,EVEN,2554
7169,19,ODD,1277
7169,20,EVEN,3832
7169,21,EVEN,1916
7169,22,EVEN,958
7169,23,ODD,479
7169,24,EVEN,1438
7169,25,ODD,719
7169,26,EVEN,2158
7169,27,ODD,1079
7169,28,EVEN,3238
7169,29,ODD,1619
7169,30,EVEN,4858
7169,31,ODD,2429
7169,32,EVEN,7288
7169,33,EVEN,3644
7169,34,EVEN,1822
7169,35,ODD,911
7169,36,EVEN,2734
7169,37,ODD,1367
7169,38,EVEN,4102
7169,39,ODD,2051
7169,40,EVEN,6154
7169,41,ODD,3077
7169,42,EVEN,9232
7169,43,EVEN,4616
7169,44,EVEN,2308
7169,45,EVEN,1154
7169,46,ODD,577
7169,47,EVEN,1732
7169,48,EVEN,866
7169,49,ODD,433
7169,50,EVEN,1300
7169,51,EVEN,650
7169,52,ODD,325
7169,53,EVEN,976
7169,54,EVEN,488
7169,55,EVEN,244
7169,56,EVEN,122
7169,57,ODD,61
7169,58,EVEN,184
7169,59,EVEN,92
7169,60,EVEN,46
7169,61,ODD,23
7169,62,EVEN,70
7169,63,ODD,35
7169,64,EVEN,106
7169,65,ODD,53
7169,66,EVEN,160
7169,67,EVEN,80
7169,68,EVEN,40
7169,69,EVEN,20
7169,70,EVEN,10
7169,71,ODD,5
7169,72,EVEN,16
7169,73,EVEN,8
7169,74,EVEN,4
7169,75,EVEN,2
7169,76,END,1
8394,1,EVEN,8394
8394,2,ODD,4197
8394,3,EVEN,12592
8394,4,EVEN,6296
8394,5,EVEN,3148
8394,6,EVEN,1574
8394,7,ODD,787
8394,8,EVEN,2362
8394,9,ODD,1181
8394,10,EVEN,3544
8394,11,EVEN,1772
8394,12,EVEN,886
8394,13,ODD,443
8394,14,EVEN,1330
8394,15,ODD,665
8394,16,EVEN,1996
8394,17,EVEN,998
8394,18,ODD,499
8394,19,EVEN,1498
8394,20,ODD,749
8394,21,EVEN,2248
8394,22,EVEN,1124
8394,23,EVEN,562
8394,24,ODD,281
8394,25,EVEN,844
8394,26,EVEN,422
8394,27,ODD,211
8394,28,EVEN,634
8394,29,ODD,317
8394,30,EVEN,952
8394,31,EVEN,476
8394,32,EVEN,238
8394,33,ODD,119
8394,34,EVEN,358
8394,35,ODD,179
8394,36,EVEN,538
8394,37,ODD,269
8394,38,EVEN,808
8394,39,EVEN,404
8394,40,EVEN,202
8394,41,ODD,101
8394,42,EVEN,304
8394,43,EVEN,152
8394,44,EVEN,76
8394,45,EVEN,38
8394,46,ODD,19
8394,47,EVEN,58
8394,48,ODD,29
8394,49,EVEN,88
8394,50,EVEN,44
8394,51,EVEN,22
8394,52,ODD,11
8394,53,EVEN,34
8394,54,ODD,17
8394,55,EVEN,52
8394,56,EVEN,26
8394,57,ODD,13
8394,58,EVEN,40
8394,59,EVEN,20
8394,60,EVEN,10
8394,61,ODD,5
8394,62,EVEN,16
8394,63,EVEN,8
8394,64,EVEN,4
8394,65,EVEN,2
8394,66,END,1
1264,1,EVEN,1264
1264,2,EVEN,632
1264,3,EVEN,316
1264,4,EVEN,158
1264,5,ODD,79
1264,6,EVEN,238
1264,7,ODD,119
1264,8,EVEN,358
1264,9,ODD,179
1264,10,EVEN,538
1264,11,ODD,269
1264,12,EVEN,808
1264,13,EVEN,404
1264,14,EVEN,202
1264,15,ODD,101
1264,16,EVEN,304
1264,17,EVEN,152
1264,18,EVEN,76
1264,19,EVEN,38
1264,20,ODD,19
1264,21,EVEN,58
1264,22,ODD,29
1264,23,EVEN,88
1264,24,EVEN,44
1264,25,EVEN,22
1264,26,ODD,11
1264,27,EVEN,34
1264,28,ODD,17
1264,29,EVEN,52
1264,30,EVEN,26
1264,31,ODD,13
1264,32,EVEN,40
1264,33,EVEN,20
1264,34,EVEN,10
1264,35,ODD,5
1264,36,EVEN,16
1264,37,EVEN,8
1264,38,EVEN,4
1264,39,EVEN,2
1264,40,END,1
1436,1,EVEN,1436
1436,2,EVEN,718
1436,3,ODD,359
1436,4,EVEN,1078
1436,5,ODD,539
1436,6,EVEN,1618
1436,7,ODD,809
1436,8,EVEN,2428
1436,9,EVEN,1214
1436,10,ODD,607
1436,11,EVEN,1822
1436,12,ODD,911
1436,13,EVEN,2734
1436,14,ODD,1367
1436,15,EVEN,4102
1436,16,ODD,2051
1436,17,EVEN,6154
1436,18,ODD,3077
1436,19,EVEN,9232
1436,20,EVEN,4616
1436,21,EVEN,2308
1436,22,EVEN,1154
1436,23,ODD,577
1436,24,EVEN,1732
1436,25,EVEN,866
1436,26,ODD,433
1436,27,EVEN,1300
1436,28,EVEN,650
1436,29,ODD,325
1436,30,EVEN,976
1436,31,EVEN,488
1436,32,EVEN,244
1436,33,EVEN,122
1436,34,ODD,61
1436,35,EVEN,184
1436,36,EVEN,92
1436,37,EVEN,46
1436,38,ODD,23
1436,39,EVEN,70
1436,40,ODD,35
1436,41,EVEN,106
1436,42,ODD,53
1436,43,EVEN,160
1436,44,EVEN,80
1436,45,EVEN,40
1436,46,EVEN,20
1436,47,EVEN,10
1436,48,ODD,5
1436,49,EVEN,16
1436,50,EVEN,8
1436,51,EVEN,4
1436,52,EVEN,2
1436,53,END,1
7087,1,ODD,7087
7087,2,EVEN,21262
7087,3,ODD,10631
7087,4,EVEN,31894
7087,5,ODD,15947
7087,6,EVEN,47842
7087,7,ODD,23921
7087,8,EVEN,71764
7087,9,EVEN,35882
7087,10,ODD,17941
7087,11,EVEN,53824
7087,12,EVEN,26912
7087,13,EVEN,13456
7087,14,EVEN,6728
7087,15,EVEN,3364
7087,16,EVEN,1682
7087,17,ODD,841
7087,18,EVEN,2524
7087,19,EVEN,1262
7087,20,ODD,631
7087,21,EVEN,1894
7087,22,ODD,947
7087,23,EVEN,2842
7087,24,ODD,1421
7087,25,EVEN,4264
7087,26,EVEN,2132
7087,27,EVEN,1066
7087,28,ODD,533
7087,29,EVEN,1600
7087,30,EVEN,800
7087,31,EVEN,400
7087,32,EVEN,200
7087,33,EVEN,100
7087,34,EVEN,50
7087,35,ODD,25
7087,36,EVEN,76
7087,37,EVEN,38
7087,38,ODD,19
7087,39,EVEN,58
7087,40,ODD,29
7087,41,EVEN,88
7087,42,EVEN,44
7087,43,EVEN,22
7087,44,ODD,11
7087,45,EVEN,34
7087,46,ODD,17
7087,47,EVEN,52
7087,48,EVEN,26
7087,49,ODD,13
7087,50,EVEN,40
7087,51,EVEN,20
7087,52,EVEN,10
7087,53,ODD,5
7087,54,EVEN,16
7087,55,EVEN,8
7087,56,EVEN,4
7087,57,EVEN,2
7087,58,END,1
1363,1,ODD,1363
1363,2,EVEN,4090
1363,3,ODD,2045
1363,4,EVEN,6136
1363,5,EVEN,3068
1363,6,EVEN,1534
1363,7,ODD,767
1363,8,EVEN,2302
1363,9,ODD,1151
1363,10,EVEN,3454
1363,11,ODD,1727
1363,12,EVEN,5182
1363,13,ODD,2591
1363,14,EVEN,7774
1363,15,ODD,3887
1363,16,EVEN,11662
1363,17,ODD,5831
1363,18,EVEN,17494
1363,19,ODD,8747
1363,20,EVEN,26242
1363,21,ODD,13121
1363,22,EVEN,39364
1363,23,EVEN,19682
1363,24,ODD,9841
1363,25,EVEN,29524
1363,26,EVEN,14762
1363,27,ODD,7381
1363,28,EVEN,22144
1363,29,EVEN,11072
1363,30,EVEN,5536
1363,31,EVEN,2768
1363,32,EVEN,1384
1363,33,EVEN,692
1363,34,EVEN,346
1363,35,ODD,173
1363,36,EVEN,520
1363,37,EVEN,260
1363,38,EVEN,130
1363,39,ODD,65
1363,40,EVEN,196
1363,41,EVEN,98
1363,42,ODD,49
1363,43,EVEN,148
1363,44,EVEN,74
1363,45,ODD,37
1363,46,EVEN,112
1363,47,EVEN,56
1363,48,EVEN,28
1363,49,EVEN,14
1363,50,ODD,7
1363,51,EVEN,22
1363,52,ODD,11
1363,53,EVEN,34
1363,54,ODD,17
1363,55,EVEN,52
1363,56,EVEN,26
1363,57,ODD,13
1363,58,EVEN,40
1363,59,EVEN,20
1363,60,EVEN,10
1363,61,ODD,5
1363,62,EVEN,16
1363,63,EVEN,8
1363,64,EVEN,4
1363,65,EVEN,2
1363,66,END,1
7335,1,ODD,7335
7335,2,EVEN,22006
7335,3,ODD,11003
7335,4,EVEN,33010
7335,5,ODD,16505
7335,6,EVEN,49516
7335,7,EVEN,24758
7335,8,ODD,12379
7335,9,EVEN,37138
7335,10,ODD,18569
7335,11,EVEN,55708
7335,12,EVEN,27854
7335,13,ODD,13927
7335,14,EVEN,41782
7335,15,ODD,20891
7335,16,EVEN,62674
7335,17,ODD,31337
7335,18,EVEN,94012
7335,19,EVEN,47006
7335,20,ODD,23503
7335,21,EVEN,70510
7335,22,ODD,35255
7335,23,EVEN,105766
7335,24,ODD,52883
7335,25,EVEN,158650
7335,26,ODD,79325
7335,27,EVEN,237976
7335,28,EVEN,118988
7335,29,EVEN,59494
7335,30,ODD,29747
7335,31,EVEN,89242
7335,32,ODD,44621
7335,33,EVEN,133864
7335,34,EVEN,66932
7335,35,EVEN,33466
7335,36,ODD,16733
7335,37,EVEN,50200
7335,38,EVEN,25100
7335,39,EVEN,12550
7335,40,ODD,6275
7335,41,EVEN,18826
7335,42,ODD,9413
7335,43,EVEN,28240
7335,44,EVEN,14120
7335,45,EVEN,7060
7335,46,EVEN,3530
7335,47,ODD,1765
7335,48,EVEN,5296
7335,49,EVEN,2648
7335,50,EVEN,1324
7335,51,EVEN,662
7335,52,ODD,331
7335,53,EVEN,994
7335,54,ODD,497
7335,55,EVEN,1492
7335,56,EVEN,746
7335,57,ODD,373
7335,58,EVEN,1120
7335,59,EVEN,560
7335,60,EVEN,280
7335,61,EVEN,140
7335,62,EVEN,70
7335,63,ODD,35
7335,64,EVEN,106
7335,65,ODD,53
7335,66,EVEN,160
7335,67,EVEN,80
7335,68,EVEN,40
7335,69,EVEN,20
7335,70,EVEN,10
7335,71,ODD,5
7335,72,EVEN,16
7335,73,EVEN,8
7335,74,EVEN,4
7335,75,EVEN,2
7335,76,END,1
7012,1,EVEN,7012
7012,2,EVEN,3506
7012,3,ODD,1753
7012,4,EVEN,5260
7012,5,EVEN,2630
7012,6,ODD,1315
7012,7,EVEN,3946
7012,8,ODD,1973
7012,9,EVEN,5920
7012,10,EVEN,2960
7012,11,EVEN,1480
7012,12,EVEN,740
7012,13,EVEN,370
7012,14,ODD,185
7012,15,EVEN,556
7012,16,EVEN,278
7012,17,ODD,139
7012,18,EVEN,418
7012,19,ODD,209
7012,20,EVEN,628
7012,21,EVEN,314
7012,22,ODD,157
7012,23,EVEN,472
7012,24,EVEN,236
7012,25,EVEN,118
7012,26,ODD,59
7012,27,EVEN,178
7012,28,ODD,89
7012,29,EVEN,268
7012,30,EVEN,134
7012,31,ODD,67
7012,32,EVEN,202
7012,33,ODD,101
7012,34,EVEN,304
7012,35,EVEN,152
7012,36,EVEN,76
7012,37,EVEN,38
7012,38,ODD,19
7012,39,EVEN,58
7012,40,ODD,29
7012,41,EVEN,88
7012,42,EVEN,44
7012,43,EVEN,22
7012,44,ODD,11
7012,45,EVEN,34
7012,46,ODD,17
7012,47,EVEN,52
7012,48,EVEN,26
7012,49,ODD,13
7012,50,EVEN,40
7012,51,EVEN,20
7012,52,EVEN,10
7012,53,ODD,5
7012,54,EVEN,16
7012,55,EVEN,8
7012,56,EVEN,4
7012,57,EVEN,2
