original_number,capture_iteration,capture_state,capture_number
810,1,EVEN,810
810,2,ODD,405
810,3,EVEN,1216
810,4,EVEN,608
810,5,EVEN,304
810,6,EVEN,152
810,7,EVEN,76
810,8,EVEN,38
810,9,ODD,19
810,10,EVEN,58
810,11,ODD,29
810,12,EVEN,88
810,13,EVEN,44
810,14,EVEN,22
810,15,ODD,11
810,16,EVEN,34
810,17,ODD,17
810,18,EVEN,52
810,19,EVEN,26
810,20,ODD,13
810,21,EVEN,40
810,22,EVEN,20
810,23,EVEN,10
810,24,ODD,5
810,25,EVEN,16
810,26,EVEN,8
810,27,EVEN,4
810,28,EVEN,2
810,29,END,1
53,1,ODD,53
53,2,EVEN,160
53,3,EVEN,80
53,4,EVEN,40
53,5,EVEN,20
53,6,EVEN,10
53,7,ODD,5
53,8,EVEN,16
53,9,EVEN,8
53,10,EVEN,4
53,11,EVEN,2
53,12,END,1
979,1,ODD,979
979,2,EVEN,2938
979,3,ODD,1469
979,4,EVEN,4408
979,5,EVEN,2204
979,6,EVEN,1102
979,7,ODD,551
979,8,EVEN,1654
979,9,ODD,827
979,10,EVEN,2482
979,11,ODD,1241
979,12,EVEN,3724
979,13,EVEN,1862
979,14,ODD,931
979,15,EVEN,2794
979,16,ODD,1397
979,17,EVEN,4192
979,18,EVEN,2096
979,19,EVEN,1048
979,20,EVEN,524
979,21,EVEN,262
979,22,ODD,131
979,23,EVEN,394
979,24,ODD,197
979,25,EVEN,592
979,26,EVEN,296
979,27,EVEN,148
979,28,EVEN,74
979,29,ODD,37
979,30,EVEN,112
979,31,EVEN,56
979,32,EVEN,28
979,33,EVEN,14
979,34,ODD,7
979,35,EVEN,22
979,36,ODD,11
979,37,EVEN,34
979,38,ODD,17
979,39,EVEN,52
979,40,EVEN,26
979,41,ODD,13
979,42,EVEN,40
979,43,EVEN,20
979,44,EVEN,10
979,45,ODD,5
979,46,EVEN,16
979,47,EVEN,8
979,48,EVEN,4
979,49,EVEN,2
979,50,END,1
37,1,ODD,37
37,2,EVEN,112
37,3,EVEN,56
37,4,EVEN,28
37,5,EVEN,14
37,6,ODD,7
37,7,EVEN,22
37,8,ODD,11
37,9,EVEN,34
37,10,ODD,17
37,11,EVEN,52
37,12,EVEN,26
37,13,ODD,13
37,14,EVEN,40
37,15,EVEN,20
37,16,EVEN,10
37,17,ODD,5
37,18,EVEN,16
37,19,EVEN,8
37,20,EVEN,4
37,21,EVEN,2
37,22,END,1
615,1,ODD,615
615,2,EVEN,1846
615,3,ODD,923
615,4,EVEN,2770
615,5,ODD,1385
615,6,EVEN,4156
615,7,EVEN,2078
615,8,ODD,1039
615,9,EVEN,3118
615,10,ODD,1559
615,11,EVEN,4678
615,12,ODD,2339
615,13,EVEN,7018
615,14,ODD,3509
615,15,EVEN,10528
615,16,EVEN,5264
615,17,EVEN,2632
615,18,EVEN,1316
615,19,EVEN,658
615,20,ODD,329
615,21,EVEN,988
615,22,EVEN,494
615,23,ODD,247
615,24,EVEN,742
615,25,ODD,371
615,26,EVEN,1114
615,27,ODD,557
615,28,EVEN,1672
615,29,EVEN,836
615,30,EVEN,418
615,31,ODD,209
615,32,EVEN,628
615,33,EVEN,314
615,34,ODD,157
615,35,EVEN,472
615,36,EVEN,236
615,37,EVEN,118
615,38,ODD,59
615,39,EVEN,178
615,40,ODD,89
615,41,EVEN,268
615,42,EVEN,134
615,43,ODD,67
615,44,EVEN,202
615,45,ODD,101
615,46,EVEN,304
615,47,EVEN,152
615,48,EVEN,76
615,49,EVEN,38
615,50,ODD,19
615,51,EVEN,58
615,52,ODD,29
615,53,EVEN,88
615,54,EVEN,44
615,55,EVEN,22
615,56,ODD,11
615,57,EVEN,34
615,58,ODD,17
615,59,EVEN,52
615,60,EVEN,26
615,61,ODD,13
615,62,EVEN,40
615,63,EVEN,20
615,64,EVEN,10
615,65,ODD,5
615,66,EVEN,16
615,67,EVEN,8
615,68,EVEN,4
615,69,EVEN,2
615,70,END,1
972,1,EVEN,972
972,2,EVEN,486
972,3,ODD,243
972,4,EVEN,730
972,5,ODD,365
972,6,EVEN,1096
972,7,EVEN,548
972,8,EVEN,274
972,9,ODD,137
972,10,EVEN,412
972,11,EVEN,206
972,12,ODD,103
972,13,EVEN,310
972,14,ODD,155
972,15,EVEN,466
972,16,ODD,233
972,17,EVEN,700
972,18,EVEN,350
972,19,ODD,175
972,20,EVEN,526
972,21,ODD,263
972,22,EVEN,790
972,23,ODD,395
972,24,EVEN,1186
972,25,ODD,593
972,26,EVEN,1780
972,27,EVEN,890
972,28,ODD,445
972,29,EVEN,1336
972,30,EVEN,668
972,31,EVEN,334
972,32,ODD,167
972,33,EVEN,502
972,34,ODD,251
972,35,EVEN,754
972,36,ODD,377
972,37,EVEN,1132
972,38,EVEN,566
972,39,ODD,283
972,40,EVEN,850
972,41,ODD,425
972,42,EVEN,1276
972,43,EVEN,638
972,44,ODD,319
972,45,EVEN,958
972,46,ODD,479
972,47,EVEN,1438
972,48,ODD,719
972,49,EVEN,2158
972,50,ODD,1079
972,51,EVEN,3238
972,52,ODD,1619
972,53,EVEN,4858
972,54,ODD,2429
972,55,EVEN,7288
972,56,EVEN,3644
972,57,EVEN,1822
972,58,ODD,911
972,59,EVEN,2734
972,60,ODD,1367
972,61,EVEN,4102
972,62,ODD,2051
972,63,EVEN,6154
972,64,ODD,3077
972,65,EVEN,9232
972,66,EVEN,4616
972,67,EVEN,2308
972,68,EVEN,1154
972,69,ODD,577
972,70,EVEN,1732
972,71,EVEN,866
972,72,ODD,433
972,73,EVEN,1300
972,74,EVEN,650
972,75,ODD,325
972,76,EVEN,976
972,77,EVEN,488
972,78,EVEN,244
972,79,EVEN,122
972,80,ODD,61
972,81,EVEN,184
972,82,EVEN,92
972,83,EVEN,46
972,84,ODD,23
972,85,EVEN,70
972,86,ODD,35
972,87,EVEN,106
972,88,ODD,53
972,89,EVEN,160
972,90,EVEN,80
972,91,EVEN,40
972,92,EVEN,20
972,93,EVEN,10
972,94,ODD,5
972,95,EVEN,16
972,96,EVEN,8
972,97,EVEN,4
972,98,EVEN,2
972,99,END,1
83,1,ODD,83
83,2,EVEN,250
83,3,ODD,125
83,4,EVEN,376
83,5,EVEN,188
83,6,EVEN,94
83,7,ODD,47
83,8,EVEN,142
83,9,ODD,71
83,10,EVEN,214
83,11,ODD,107
83,12,EVEN,322
83,13,ODD,161
83,14,EVEN,484
83,15,EVEN,242
83,16,ODD,121
83,17,EVEN,364
83,18,EVEN,182
83,19,ODD,91
83,20,EVEN,274
83,21,ODD,137
83,22,EVEN,412
83,23,EVEN,206
83,24,ODD,103
83,25,EVEN,310
83,26,ODD,155
83,27,EVEN,466
83,28,ODD,233
83,29,EVEN,700
83,30,EVEN,350
83,31,ODD,175
83,32,EVEN,526
83,33,ODD,263
83,34,EVEN,790
83,35,ODD,395
83,36,EVEN,1186
83,37,ODD,593
83,38,EVEN,1780
83,39,EVEN,890
83,40,ODD,445
83,41,EVEN,1336
83,42,EVEN,668
83,43,EVEN,334
83,44,ODD,167
83,45,EVEN,502
83,46,ODD,251
83,47,EVEN,754
83,48,ODD,377
83,49,EVEN,1132
83,50,EVEN,566
83,51,ODD,283
83,52,EVEN,850
83,53,ODD,425
83,54,EVEN,1276
83,55,EVEN,638
83,56,ODD,319
83,57,EVEN,958
83,58,ODD,479
83,59,EVEN,1438
83,60,ODD,719
83,61,EVEN,2158
83,62,ODD,1079
83,63,EVEN,3238
83,64,ODD,1619
83,65,EVEN,4858
83,66,ODD,2429
83,67,EVEN,7288
83,68,EVEN,3644
83,69,EVEN,1822
83,70,ODD,911
83,71,EVEN,2734
83,72,ODD,1367
83,73,EVEN,4102
83,74,ODD,2051
83,75,EVEN,6154
