original_number,capture_iteration,capture_state,capture_number
810,1,EVEN,810
810,2,ODD,405
810,3,EVEN,1216
810,4,EVEN,608
810,5,EVEN,304
810,6,EVEN,152
810,7,EVEN,76
810,8,EVEN,38
810,9,ODD,19
810,10,EVEN,58
810,11,ODD,29
810,12,EVEN,88
810,13,EVEN,44
810,14,EVEN,22
810,15,ODD,11
810,16,EVEN,34
810,17,ODD,17
810,18,EVEN,52
810,19,EVEN,26
810,20,ODD,13
810,21,EVEN,40
810,22,EVEN,20
810,23,EVEN,10
810,24,ODD,5
810,25,EVEN,16
810,26,EVEN,8
810,27,EVEN,4
810,28,EVEN,2
810,29,END,1
979,1,ODD,979
979,2,EVEN,2938
979,3,ODD,1469
979,4,EVEN,4408
979,5,EVEN,2204
979,6,EVEN,1102
979,7,ODD,551
979,8,EVEN,1654
979,9,ODD,827
979,10,EVEN,2482
979,11,ODD,1241
979,12,EVEN,3724
979,13,EVEN,1862
979,14,ODD,931
979,15,EVEN,2794
979,16,ODD,1397
979,17,EVEN,4192
979,18,EVEN,2096
979,19,EVEN,1048
979,20,EVEN,524
979,21,EVEN,262
979,22,ODD,131
979,23,EVEN,394
979,24,ODD,197
979,25,EVEN,592
979,26,EVEN,296
979,27,EVEN,148
979,28,EVEN,74
979,29,ODD,37
979,30,EVEN,112
979,31,EVEN,56
979,32,EVEN,28
979,33,EVEN,14
979,34,ODD,7
979,35,EVEN,22
979,36,ODD,11
979,37,EVEN,34
979,38,ODD,17
979,39,EVEN,52
979,40,EVEN,26
979,41,ODD,13
979,42,EVEN,40
979,43,EVEN,20
979,44,EVEN,10
979,45,ODD,5
979,46,EVEN,16
979,47,EVEN,8
979,48,EVEN,4
979,49,EVEN,2
979,50,END,1
748,1,EVEN,748
748,2,EVEN,374
748,3,ODD,187
748,4,EVEN,562
748,5,ODD,281
748,6,EVEN,844
748,7,EVEN,422
748,8,ODD,211
748,9,EVEN,634
748,10,ODD,317
748,11,EVEN,952
748,12,EVEN,476
748,13,EVEN,238
748,14,ODD,119
748,15,EVEN,358
748,16,ODD,179
748,17,EVEN,538
748,18,ODD,269
748,19,EVEN,808
748,20,EVEN,404
748,21,EVEN,202
748,22,ODD,101
748,23,EVEN,304
748,24,EVEN,152
748,25,EVEN,76
748,26,EVEN,38
748,27,ODD,19
748,28,EVEN,58
748,29,ODD,29
748,30,EVEN,88
748,31,EVEN,44
748,32,EVEN,22
748,33,ODD,11
748,34,EVEN,34
748,35,ODD,17
748,36,EVEN,52
748,37,EVEN,26
748,38,ODD,13
748,39,EVEN,40
748,40,EVEN,20
748,41,EVEN,10
748,42,ODD,5
748,43,EVEN,16
748,44,EVEN,8
748,45,EVEN,4
748,46,EVEN,2
748,47,END,1
962,1,EVEN,962
962,2,ODD,481
962,3,EVEN,1444
962,4,EVEN,722
962,5,ODD,361
962,6,EVEN,1084
962,7,EVEN,542
962,8,ODD,271
962,9,EVEN,814
962,10,ODD,407
962,11,EVEN,1222
962,12,ODD,611
962,13,EVEN,1834
962,14,ODD,917
962,15,EVEN,2752
962,16,EVEN,1376
962,17,EVEN,688
962,18,EVEN,344
962,19,EVEN,172
962,20,EVEN,86
962,21,ODD,43
962,22,EVEN,130
962,23,ODD,65
962,24,EVEN,196
962,25,EVEN,98
962,26,ODD,49
962,27,EVEN,148
962,28,EVEN,74
962,29,ODD,37
962,30,EVEN,112
962,31,EVEN,56
962,32,EVEN,28
962,33,EVEN,14
962,34,ODD,7
962,35,EVEN,22
962,36,ODD,11
962,37,EVEN,34
962,38,ODD,17
962,39,EVEN,52
962,40,EVEN,26
962,41,ODD,13
962,42,EVEN,40
962,43,EVEN,20
962,44,EVEN,10
962,45,ODD,5
962,46,EVEN,16
962,47,EVEN,8
962,48,EVEN,4
962,49,EVEN,2
962,50,END,1
123,1,ODD,123
123,2,EVEN,370
123,3,ODD,185
123,4,EVEN,556
123,5,EVEN,278
123,6,ODD,139
123,7,EVEN,418
123,8,ODD,209
123,9,EVEN,628
123,10,EVEN,314
123,11,ODD,157
123,12,EVEN,472
123,13,EVEN,236
123,14,EVEN,118
123,15,ODD,59
123,16,EVEN,178
123,17,ODD,89
123,18,EVEN,268
123,19,EVEN,134
123,20,ODD,67
123,21,EVEN,202
123,22,ODD,101
123,23,EVEN,304
123,24,EVEN,152
123,25,EVEN,76
123,26,EVEN,38
123,27,ODD,19
123,28,EVEN,58
123,29,ODD,29
123,30,EVEN,88
123,31,EVEN,44
123,32,EVEN,22
123,33,ODD,11
123,34,EVEN,34
123,35,ODD,17
123,36,EVEN,52
123,37,EVEN,26
123,38,ODD,13
123,39,EVEN,40
123,40,EVEN,20
123,41,EVEN,10
123,42,ODD,5
123,43,EVEN,16
123,44,EVEN,8
123,45,EVEN,4
123,46,EVEN,2
123,47,END,1
882,1,EVEN,882
882,2,ODD,441
882,3,EVEN,1324
882,4,EVEN,662
882,5,ODD,331
882,6,EVEN,994
882,7,ODD,497
882,8,EVEN,1492
882,9,EVEN,746
882,10,ODD,373
882,11,EVEN,1120
882,12,EVEN,560
882,13,EVEN,280
882,14,EVEN,140
882,15,EVEN,70
882,16,ODD,35
882,17,EVEN,106
882,18,ODD,53
882,19,EVEN,160
882,20,EVEN,80
882,21,EVEN,40
882,22,EVEN,20
882,23,EVEN,10
882,24,ODD,5
882,25,EVEN,16
882,26,EVEN,8
882,27,EVEN,4
882,28,EVEN,2
882,29,END,1
734,1,EVEN,734
734,2,ODD,367
734,3,EVEN,1102
734,4,ODD,551
734,5,EVEN,1654
734,6,ODD,827
734,7,EVEN,2482
734,8,ODD,1241
734,9,EVEN,3724
734,10,EVEN,1862
734,11,ODD,931
734,12,EVEN,2794
734,13,ODD,1397
734,14,EVEN,4192
734,15,EVEN,2096
734,16,EVEN,1048
734,17,EVEN,524
734,18,EVEN,262
734,19,ODD,131
734,20,EVEN,394
734,21,ODD,197
734,22,EVEN,592
734,23,EVEN,296
734,24,EVEN,148
734,25,EVEN,74
734,26,ODD,37
734,27,EVEN,112
734,28,EVEN,56
734,29,EVEN,28
734,30,EVEN,14
734,31,ODD,7
734,32,EVEN,22
734,33,ODD,11
734,34,EVEN,34
734,35,ODD,17
734,36,EVEN,52
734,37,EVEN,26
734,38,ODD,13
734,39,EVEN,40
734,40,EVEN,20
734,41,EVEN,10
734,42,ODD,5
734,43,EVEN,16
734,44,EVEN,8
734,45,EVEN,4
734,46,EVEN,2
734,47,END,1
724,1,EVEN,724
724,2,EVEN,362
724,3,ODD,181
724,4,EVEN,544
724,5,EVEN,272
724,6,EVEN,136
724,7,EVEN,68
724,8,EVEN,34
724,9,ODD,17
724,10,EVEN,52
724,11,EVEN,26
724,12,ODD,13
724,13,EVEN,40
724,14,EVEN,20
724,15,EVEN,10
724,16,ODD,5
724,17,EVEN,16
724,18,EVEN,8
724,19,EVEN,4
724,20,EVEN,2
724,21,END,1
792,1,EVEN,792
792,2,EVEN,396
792,3,EVEN,198
792,4,ODD,99
792,5,EVEN,298
792,6,ODD,149
792,7,EVEN,448
792,8,EVEN,224
792,9,EVEN,112
792,10,EVEN,56
792,11,EVEN,28
792,12,EVEN,14
792,13,ODD,7
792,14,EVEN,22
792,15,ODD,11
792,16,EVEN,34
792,17,ODD,17
792,18,EVEN,52
792,19,EVEN,26
792,20,ODD,13
792,21,EVEN,40
792,22,EVEN,20
792,23,EVEN,10
792,24,ODD,5
792,25,EVEN,16
792,26,EVEN,8
792,27,EVEN,4
792,28,EVEN,2
792,29,END,1
716,1,EVEN,716
716,2,EVEN,358
716,3,ODD,179
716,4,EVEN,538
716,5,ODD,269
716,6,EVEN,808
716,7,EVEN,404
716,8,EVEN,202
716,9,ODD,101
716,10,EVEN,304
716,11,EVEN,152
